Finding ID,Source File,URL,Finding Type,Persona / Context,Best Details,What This Proves,Portfolio Potential,Resume Potential,Confidence,Use Caveat,Reviewed,Next Follow-Up,Notes
DF-0045,CC Notes 4.27.22.docx,https://docs.google.com/document/d/1j7xvUcprgTZTYFWb3uaLiiBl30u3gI6z,Content Creation Team planning notes,"2022 Content Creation Team membership, responsibilities, metrics, survey planning, and project roadmap","Notes identify new members, roles by focus area, and owners: proofing, formatting, awards, sequence stats, templates/snippets, surveys/feedback, sequence writing. Metrics to dig into include open, reply, click, meetings set, opt-outs, subject lines, step vs overall performance, 20-21 comparison, long vs short, samples-to-demo/qual/closed, and customization frequency.","Operationalized content team, metric-driven roadmap, role assignment, survey planning, performance analysis framework.",Excellent case study support,Critical content ops / team leadership proof,High,Planning notes; pair with survey results and screenshot metrics.,2026-05-01,Connect to Extracted Screenshot Metrics and Sales Content Feedback 2022.,"Very strong proof that CC evolved into a process/ops function, not just ad hoc copy chat."
DF-0046,CC Notes_ Spring 2022.docx,https://docs.google.com/document/d/1Jv7gsjRVOQSoahtikpMFh9gFHZHLCk2E,Content Creation Team project roadmap,Spring 2022 sequence/content project list and operating notes,"Notes cover inbound sequence improvements, emotion/TreeRing voice, sample-sent/no-demo updates, no-book sequence review, feedback presentation, In Contract sequence updates by Morgan/Jen, timing adjustments for 2nd Semester sequences, ideal overall sequence length estimate of 118 days, ideal spacing around 12.5 days, win-back sequence, customization guide, tickle file, and need to capture Outreach stats.","Lifecycle content roadmap, sequence timing strategy, content QA, stats/reporting process, cross-functional project planning.",Excellent case study support,Critical lifecycle/content ops proof,High,Planning notes; pair with actual sequence docs and metrics.,2026-05-01,"Connect to CC Sample Sent, In Contract, 2nd Semester metrics, timing brainstorm.",Bridges strategy to specific projects and sequence improvements.
DF-0047,Content Feedback June 2021.pptx,https://docs.google.com/presentation/d/10viGAdlHWQFMVjHrkK_XVfctHgCrJqmT,Content feedback presentation / survey results,June 2021 deck presenting survey system and feedback themes,"Deck reports 15 content feedback entries and 3 email idea submissions; emphasizes anonymous safe feedback. Findings: content did well by staying positive, avoiding hard sell, and showing human/homework-based personalization. Improvements requested: different re-approach language, fewer steps, less frequent pacing, fewer sequences, best emails earlier, more feature focus, fewer call tasks, more color/images, more heartfelt storytelling, fewer I/me statements, shorter messages. Future topics include HS teacher pain points, student clubs, custom pages, eco/tree planting, pricing, delivery, referrals.","Survey-driven content strategy, VOC synthesis, safe feedback process, presentation/storytelling, improvement roadmap.",Excellent Content Committee portfolio artifact,Critical marketing/content ops proof,High,Use with 2021 Content Feedback raw spreadsheet and 2022 survey.,2026-05-01,Possible portfolio slide/case study anchor.,This is a polished artifact showing the committee translating survey input into themes and next steps.
DF-0048,Content Feedback Survey_ May 2022.docx,https://docs.google.com/document/d/1rRmFc7_oywjWAW3Ew888XzqEQdXKO9nG,Survey instrument / VOC intake design,Long-form 2022 Content Team survey questionnaire,"Survey asks about TreeRing voice/brand fit, content resources, future discussion topics, inbound/outbound sequences, favorites/least favorites, subject lines, opens/replies/clicks/meetings, opt-outs/negative reactions, sample outcomes, audiences, skipped steps, Vidyards/graphics/emojis, templates/snippets, marketing resources, PDFs, blogs/curriculum, outdated materials, and marketing-sales collaboration.","Survey design, VOC intake, sales enablement research, cross-functional marketing feedback structure.",Strong support artifact,High marketing/content ops proof,High,"Instrument only, not responses. Pair with Sales Content Feedback 2022 and Responses/Data PDFs if reviewed later.",2026-05-01,Connect to Sales Content Feedback 2022 results.,"Shows sophisticated questionnaire design across content, sequence performance, resources, and sales-marketing alignment."
DF-0049,Drift Feedback.docx,https://docs.google.com/document/d/1uQYwxyIuWkOq0vfR5SS0-5NwiBB0Dri3,Platform evaluation / sales engagement requirements,Feedback on Drift vs current/Persist-style sales engagement functionality,"Requested scheduling/time windows, time zones, reply-thread sequencing, step approval, click-tracking control, clear formatting, upcoming step visibility/editing, Salesforce enrollment confirmation, duplicate enrollment warnings, cross-campaign visibility, multi-recipient emailing, spell check, delete confirmation, open-rate reporting, A/B testing, higher enrollment cap, templates, campaign filtering, bounce handling, and extension usability. Logged platform bugs around formatting, glitches, personalization fields, random delays, and edit button issues.","Sales engagement tool evaluation, workflow requirements gathering, CRM/Outreach/Persist expertise, QA/testing, reporting needs.",Excellent sales tech / RevOps support artifact,High CRM/sales enablement proof,High,"Older 2017 platform feedback; not Content Committee-specific, but very strong for sales-tech requirements literacy.",2026-05-01,Use in sales tech / Outreach expertise story.,This predates later Outreach sophistication and shows Morgan already understood what serious outbound tooling needed.
DF-0050,Drift Feedback.docx,https://docs.google.com/document/d/1cKpmshDO5Nf-ON370QjkV6IKtUEmx9m9,Duplicate / derivative platform feedback,Same content as DF-0049,Exact same Drift feedback content.,Duplicate detection / cleanup.,Support only if canonical unavailable,Low direct value,High,Treat DF-0049 as canonical.,2026-05-01,No further review needed.,Duplicate copy.
DF-0051,"Tye, GA PTA.docx",https://docs.google.com/document/d/1-NAOA-FAjRmpP1O9C-tQGOogw7FkMysa/edit?usp=drivesdk,Event Notes / PTA Partnership Call,Gwinnett-area state/district PTA contact; joint call with colleague Bobby,Member-benefit partner model (discount code as PTA perk); inspiration demo planned; free samples to attendees; flyer/newsletter integration; transparent pricing discussion; three marketing tool options offered,PTA channel partnership development; vertical market fluency; event-based outreach strategy; collaborative selling,Low-Medium — supporting context for PTA channel strategy; not a solo proof artifact,"Medium — PTA vertical fluency, channel partnership development, event-based outreach",Medium,Joint call: Bobby led the intro pitch; Morgan role was note-taking/support. Not a solo discovery call.,2026-05-02,,Gwinnett Area 1 and Area 3 presentations referenced. Tye appears to be the PTA contact name.
DF-0052,Watauga Elementary.docx,https://docs.google.com/document/d/1z2Ewkess0nViGnYJqgcRxfV-US90i6M3/edit?usp=drivesdk,Solo Discovery Call — Qualification,"Title I elementary, 800 students, Birdville TX; first-year PTA president; warm inbound lead via 20% discount post; prior vendor Inter-state at $20/full color","Pre-call research on 6 sister schools in district (Hardeman = sister school already a customer, used as social proof). Pain: prior vendor caused 1-week notice disaster, parent backlash. Walked through 6 core value props (no cost, no contracts, no minimums, 4-week turnaround, one flexible deadline, soft+hardcover). Pricing: 48pp, 20% disc, $14.94 soft / $21.69 hard. Fundraising at ~$20. G-Suite integration discussed. Demo booked via Google Hangouts. Contact gave Morgan her cell number.",Solo discovery excellence; Title I school empathy and fluency; structured value delivery; pain identification and proof-of-concept social proof use; strong next-step close,High — detailed solo discovery call showing full methodology from research through pricing to demo close,"High — Title I fluency, first-year PTA partner onboarding, structured discovery, warm handoff to demo",High,Warm/inbound lead (found TreeRing via online discount post) — do not use as cold outbound discovery example,2026-05-02,,Excellent call notes. One of the stronger solo discovery artifacts alongside Melissa and Jennifer calls.
DF-0053,Zeiger Elementary PTA Demo - 1-21-21.docx,https://docs.google.com/document/d/1T8o0Eh6pHlZrgsMDYeIHlYW_FmTpDhMh/edit?usp=drivesdk,Demo Notes (colleague-led),"Mindy, Zeiger Elementary PTA, 1-21-21; PTA of 3 people; Microsoft School environment; prior vendor Dorian","Prior vendor (Dorian) took over 1.5 months before deadline, Mindy had to redo entire yearbook in a few weeks. Wants class-by-class books, similar layout/different photos, ~20-60pp lower end. TJ ran software demo: Community Content for teacher photo folders, Gmail photo connection shown (strong positive reaction). Uses Microsoft School not Google Ed but Gmail in use. Templates and themes section demoed.",Small/resource-constrained PTA buyer persona; prior-vendor competitive pain (Dorian); Gmail photo integration value prop; Community Content feature use case,"Low-Medium — TJ led demo; Morgan was note-taker/AE; partial notes, demo ended mid-session",Low-Medium — supporting demo context; competitive intel on Dorian; small PTA persona,Medium,TJ ran the demo; Morgan in note-taking/AE role. Notes appear to be a fragment — demo may have continued beyond what is captured.,2026-05-02,,Prior vendor Dorian = good competitive intelligence. Small PTA (3 people) persona well-captured.
DF-0054,Principal Survey.docx,https://docs.google.com/document/d/1RAdKUpV9XU5GZT-9_9O-1arHvnylwgLX/edit?usp=drivesdk,Sequence / Voice-of-Market Research Design,School principals; summer timing; research-framed outreach to a hard-to-access persona,"3-email multi-touch sequence targeting principals for market research. Email 1: honest gap framing (success has been with yearbook advisors, want to improve admin outreach), asks for 5-10 min call. Email 2 (reply follow-up): offers 5-question survey alternative, small gift card incentive. Email 3: summer research project framing, explicitly not a sales pitch, Amazon/Starbucks gift card for survey completion. Uses {{last_name}} personalization variable.",Strategic initiative to solve admin-access gap through research-framed outreach; multi-touch sequence architecture; incentive design; voice-of-market research methodology; honest and non-pushy admin engagement strategy,"High — shows original strategic thinking, sequence design, and persona gap identification in one artifact","High — market research design, multi-touch sequence architecture, admin persona strategy, incentive-based conversion",High,"This is a research outreach sequence, not a traditional sales sequence — frame as market research / VOC initiative, not cold prospecting.",2026-05-02,,One of the more creative artifacts found so far. Pairs well with Content Feedback Survey May 2022 as evidence of research-driven sales approach.
