Review ID,Folder/Lane,Subfolder,Filename,File Type,Drive URL,Bucket/Lane,Review Status,Priority,Relevance Score,Evidence Type,Metrics Found,Portfolio Potential,Resume Potential,Duplicate/Derivative?,Needs Follow-Up?,Notes / What to verify next,Confidence,Last Reviewed
TR-0057,Detective Work,Call_Demo Notes,"Sept 25 2019, Call Notes.docx",DOCX,https://docs.google.com/document/d/1N9KQsP1922e1hYvJYXv8T3bn10uabe1C,Detective Work / Discovery,Reviewed - Verified,Critical,9,High school/Jostens discovery,"$10,000 ad goal; 625 copies; 40-45% purchase rate; 8-week turnaround; Jostens software compared to Windows 93/Paint; Adobe cost concern; post-call pricing research",Excellent HS discovery/design fluency proof,Strong interview proof,No,Yes,Good high-school segment artifact.,High,2026-05-01
TR-0058,Detective Work,Call_Demo Notes,— (ID unassigned),N/A,,N/A,Gap — ID Unassigned,N/A,0,N/A,N/A,N/A,N/A,No,No,Numbering skip — no file was assigned to this ID. Row left blank during original logging between Sept 25 2019 Call Notes (TR-0057) and Timing Brainstorm (TR-0063).,N/A,
TR-0059,Detective Work,Call_Demo Notes,— (ID unassigned),N/A,,N/A,Gap — ID Unassigned,N/A,0,N/A,N/A,N/A,N/A,No,No,Numbering skip — no file assigned. See TR-0058 note.,N/A,
TR-0060,Detective Work,Call_Demo Notes,— (ID unassigned),N/A,,N/A,Gap — ID Unassigned,N/A,0,N/A,N/A,N/A,N/A,No,No,Numbering skip — no file assigned. See TR-0058 note.,N/A,
TR-0061,Detective Work,Call_Demo Notes,— (ID unassigned),N/A,,N/A,Gap — ID Unassigned,N/A,0,N/A,N/A,N/A,N/A,No,No,Numbering skip — no file assigned. See TR-0058 note.,N/A,
TR-0062,Detective Work,Call_Demo Notes,— (ID unassigned),N/A,,N/A,Gap — ID Unassigned,N/A,0,N/A,N/A,N/A,N/A,No,No,Numbering skip — no file assigned. See TR-0058 note.,N/A,
TR-0063,Detective Work,Brainstorm,Timing Brainstorm.docx,DOCX,https://docs.google.com/document/d/1TmwHTJIc__AXrT2hWlDWqEOTDABIeVyS,Money Makers / Sequence Architecture,Reviewed - Verified,High,9,Persona-based cadence planning,Principal/office/general/PTA-advisor timing from August to June with seasonal themes,Good sequence-ops artifact,Strong lifecycle proof,No,No,Pair with sequence review and performance screenshots.,High,2026-05-01
TR-0064,Detective Work,Call Scripts,"Principal Quote, Call Script.docx",DOCX,https://docs.google.com/document/d/1gx599cOVkk7lk4vZVRQpVn9UkzV4SdPX,Detective Work / Sales Script,Reviewed - Verified,High,8,Pricing/quote call script,Transparent pricing; page count/cover type; discounts; included services; no contracts; no minimums; fundraising; flexible deadline,Good pricing script artifact,Useful sales proof,No,No,Rough draft; use as support only.,High,2026-05-01
TR-0065,Detective Work,Event Notes,PTO Today Event Notes.docx,DOCX,https://docs.google.com/document/d/1ZnZBQY_FQL_mu-bA-PK9sJGGjKOccSkN,Detective Work / Event Notes,Reviewed - Verified,Medium,5,Event lead notes,Contracts/vendor obstacles; custom pages; transfer-to-teachers question; follow-up reminders,Minor event support artifact,Low resume value,No,No,Sparse; not a centerpiece.,Medium,2026-05-01
TR-0066,Content Feedback,Unorganized,Sales Content Feedback 2022.xlsx,XLSX,https://docs.google.com/spreadsheets/d/1DB6bPaI4WdJ4ks7ruj2jzA1hO9xeFwsJ,Money Makers / Content Ops,Reviewed - Verified,Critical,10,Sales content survey / VOC research,"Strong agreement on voice; praise for friendlier/upbeat/helpful content; requests for graphics, resources, snippets, sample follow-up, no-yearbook sequence, pricing resources",Excellent Content Committee evidence,Excellent marketing/content ops proof,No,Yes,Raw export messy; summarize themes for final use.,High,2026-05-01
TR-0067,Content Committee,Content Meeting,First Content Meeting.docx,DOCX,https://docs.google.com/document/d/1mOzE4pSJDRUfzHxFaTXmV25bHk58kN-D,Money Makers / Content Ops,Reviewed - Verified,Critical,10,Content Committee kickoff agenda / mission,"Mission, expectations, scope, templates/snippets, content requests, org/timeline planning",Excellent Content Committee case study artifact,Critical leadership/content ops proof,No,Yes,Pair with 01.26 transcript.,High,2026-05-01
TR-0068,Content Committee,Content Meeting,01.26.21 Content Meeting.docx,DOCX,https://docs.google.com/document/d/1pxHLc7HN6hhpza9KF3ZKtFAZQMj5KWTK,Money Makers / Content Ops,Reviewed - Verified,Critical,10,Live Content Committee facilitation transcript,Safe feedback space; tone/brand debate; fewer sequences; Outreach/Salesforce conditional logic; sequence library/organization,Excellent case study centerpiece,Critical leadership/content ops proof,No,Yes,Canonical transcript; 02.04 appears duplicate.,High,2026-05-01
TR-0069,Content Committee,Content Meeting,02.04.21 Content Meeting.docx,DOCX,https://docs.google.com/document/d/1Veue4ijPOUnAS9vI1vMndqzjS3E8WgSk,Money Makers / Content Ops,Duplicate / Derivative,Low,5,Duplicate/derivative Content Committee transcript,Substantially same as 01.26.21 transcript,Support only,Low direct value,Yes,No,Keep DF-0043 as canonical.,High,2026-05-01
TR-0070,Content Committee,Content Notes,CC Notes 4.27.22.docx,DOCX,https://docs.google.com/document/d/1j7xvUcprgTZTYFWb3uaLiiBl30u3gI6z,Money Makers / Content Ops,Reviewed - Verified,Critical,10,"2022 content team roles, metrics, survey planning","Roles, metrics framework, sequence stats, team survey, sequence writing workflow",Excellent content ops support,Critical content/team leadership proof,No,Yes,Connect to metrics and surveys.,High,2026-05-01
TR-0071,Content Committee,Content Notes,CC Notes_ Spring 2022.docx,DOCX,https://docs.google.com/document/d/1Jv7gsjRVOQSoahtikpMFh9gFHZHLCk2E,Money Makers / Content Ops,Reviewed - Verified,Critical,10,Spring 2022 project roadmap,"Inbound edits, sample-sent updates, no-book sequence, In Contract, timing, win-back, stats, customization guide",Excellent lifecycle/content roadmap,Critical content ops proof,No,Yes,Connect to In Contract and Sample Sent sequences.,High,2026-05-01
TR-0072,Content Feedback,Presentation,Content Feedback June 2021.pptx,PPTX,https://docs.google.com/presentation/d/10viGAdlHWQFMVjHrkK_XVfctHgCrJqmT,Money Makers / Content Ops,Reviewed - Verified,Critical,10,Survey feedback presentation / results,15 feedback entries; 3 email idea submissions; fewer steps/sequences; shorter messages; storytelling; feature focus,Excellent portfolio artifact,Critical marketing/content ops proof,No,Yes,Portfolio-friendly deck.,High,2026-05-01
TR-0073,Content Feedback,Survey,Content Feedback Survey_ May 2022.docx,DOCX,https://docs.google.com/document/d/1rRmFc7_oywjWAW3Ew888XzqEQdXKO9nG,Money Makers / Content Ops,Reviewed - Verified,High,9,Long-form survey instrument / VOC intake,"Inbound/outbound, templates/snippets, marketing resources, performance signals, opt-outs, skipped steps, sales-marketing collaboration",Strong VOC/survey design proof,High marketing/content ops proof,No,Yes,Instrument only; pair with response export.,High,2026-05-01
TR-0074,Sales Tech Feedback,Tool Feedback,Drift Feedback.docx,DOCX,https://docs.google.com/document/d/1uQYwxyIuWkOq0vfR5SS0-5NwiBB0Dri3,Detective Work / Sales Tech,Reviewed - Verified,High,9,Sales engagement platform requirements / QA feedback,"Open-rate reporting, A/B testing, scheduling, time zones, Salesforce enrollment confirmation, duplicate warnings, templates, filtering, bounce handling",Excellent sales tech support artifact,High CRM/RevOps proof,No,Maybe,Older 2017 artifact; good for tool evaluation story.,High,2026-05-01
TR-0075,Sales Tech Feedback,Tool Feedback,Drift Feedback.docx,DOCX,https://docs.google.com/document/d/1cKpmshDO5Nf-ON370QjkV6IKtUEmx9m9,Detective Work / Sales Tech,Duplicate / Derivative,Low,5,Duplicate Drift feedback,Exact same content as canonical Drift Feedback,Support only,Low direct value,Yes,No,Keep TR-0074 as canonical.,High,2026-05-01
TR-0076,Detective Work,Call / Demo Notes,"Tye, GA PTA.docx",Word,https://docs.google.com/document/d/1-NAOA-FAjRmpP1O9C-tQGOogw7FkMysa/edit?usp=drivesdk,Detective Work / Call Notes,Reviewed - Verified,Medium,Medium,Partnership Call Notes,None,Low-Medium,Medium,No,No,Joint call with Bobby; PTA member benefit model; Gwinnett area; Morgan was note-taker/support,Medium,2026-05-02
TR-0077,Detective Work,Call / Demo Notes,Watauga Elementary.docx,Word,https://docs.google.com/document/d/1z2Ewkess0nViGnYJqgcRxfV-US90i6M3/edit?usp=drivesdk,Detective Work / Call Notes,Reviewed - Verified,High,High,Solo Discovery Call,None,High,High,No,No,"Title I, 800 students, Birdville TX; first-year PTA president; strong pain capture; 6 value props; pricing + demo close; warm/inbound lead",High,2026-05-02
TR-0078,Detective Work,Call / Demo Notes,Zeiger Elementary PTA Demo - 1-21-21.docx,Word,https://docs.google.com/document/d/1T8o0Eh6pHlZrgsMDYeIHlYW_FmTpDhMh/edit?usp=drivesdk,Detective Work / Demo Notes,Reviewed - Verified,Medium,Medium,Demo Notes (colleague-led),None,Low-Medium,Low-Medium,No,No,TJ led demo; Morgan note-taker/AE; Mindy/Zeiger PTA of 3; prior vendor Dorian pain; Gmail integration; Community Content feature; partial notes,Medium,2026-05-02
TR-0079,Detective Work,Spreadsheet / Data,Outstanding Surveys.xlsx,Excel,https://docs.google.com/spreadsheets/d/1tOkaqTpigqNypqiTTolbqOJTC0uuxQTP/edit?usp=drivesdk,Detective Work / MiscSpreadsheets,Reviewed - Low Value / Context,Low,Low,Partnership Coordination Tracker,None,Low,Low,No,No,"IST x TreeRing joint prospect meeting log, June 2016. Morgan named as TR Rep on 2 rows (both meetings did not occur). Administrative tracking only.",Medium,2026-05-02
TR-0080,Detective Work,Sequence / Feedback,Principal Survey.docx,Word,https://docs.google.com/document/d/1RAdKUpV9XU5GZT-9_9O-1arHvnylwgLX/edit?usp=drivesdk,Money Makers / Sequences,Reviewed - Verified,High,High,Sequence / Voice-of-Market Research,None,High,High,No,No,"3-email principal outreach sequence for market research; admin persona gap identified; research-framed, gift card incentive; strong strategic initiative artifact",High,2026-05-02
TR-0081,Detective Work,Sequence / Feedback,PrincipalSurveyEmails_V3.odt,ODT,https://drive.google.com/file/d/1c8nB4YAKINk-tYKoMMLu8dhPsFxmCtPU/view?usp=drivesdk,Money Makers / Sequences,Duplicate / Derivative,Low,Low,Sequence Copy (version variant),None,Low,Low,Yes — likely V3 of Principal Survey.docx (DF-0054),No,"ODT format, unreadable via Drive connector. Title suggests version variant of Principal Survey.docx. Mark as derivative pending manual check.",Low,2026-05-02
TR-0082,Leadership Sandbox,Trainings,SIA Training Feb 8.docx,Word,https://docs.google.com/document/d/1XVb_-ECW_i8xtj_sKM1X0yPPW-QPs8yH/edit?usp=drivesdk,Leadership Sandbox / Training,Reviewed - Verified,Medium,Medium,Training Notes (External SIA Program),None,Medium,Medium,No,No,SIA cold calling session; emotional detachment; specific time proposal; AGOGE multi-channel; VM strategy; conviction-based selling,Medium,2026-05-02
TR-0083,Leadership Sandbox,Trainings,"SIA Training, 2.15.21.docx",Word,https://docs.google.com/document/d/1CSZWZIwtA6t0fRrU0c1cIa0nSeXAUpG0/edit?usp=drivesdk,Leadership Sandbox / Training,Reviewed - Verified,Medium,Medium-High,Training Notes (External SIA Program),None,Medium-High,Medium-High,No,No,SIA email objections session; full objection framework by reply type; priority matrix; referral strategy; nurture segmentation; sell the time not product,Medium,2026-05-02
TR-0084,Money Makers,Sequences,"CC Edit_ Sequence Update, In Contract.docx",Word,https://docs.google.com/document/d/1kFmz5eBuBbftWpZTUVAXkLyYASYbU_L8/edit?usp=drivesdk,Money Makers / Sequences,Reviewed - Verified,Critical,Very High,Sequence Copy — Production,34% reply rate (verified separately),Very High,Very High,No,No,Source copy for In Contract sequence (Outreach #305); 11-step multi-touch; advanced if/else variables; Mar-Jun 2022,High,2026-05-02
TR-0085,Money Makers,Sequences / CC Planning,"CC Summer 2022_ Sequences, etc_.xlsx",Excel,https://docs.google.com/spreadsheets/d/13TecJLNQcAYOH9fws8UPOFEE4dco4-Ox/edit?usp=drivesdk,Money Makers / Sequences,Reviewed - Verified,Critical,Very High,Sequence Architecture Planning,Template leaderboard: TRL 48% open; Closed Won 60% open/30% reply; Digital Sample 76% open/24% reply,Very High,Very High,No,No,Master 22-23 season rebuild plan; Morgan owns sequence build in Outreach; 14-category QA checklist; 16-sequence timing analysis; month-by-month persona calendar; template performance leaderboard,High,2026-05-02
TR-0086,Money Makers,Sequences,Cold Walk-Up Sequence.docx,Word,https://docs.google.com/document/d/1K4mDLqGaeU9fvtlnapYyBfOqCe_zN4pB/edit?usp=drivesdk,Money Makers / Sequences,Reviewed - Verified,Medium,Medium,Sequence Copy — Re-engagement,None,Medium,Medium,No,No,2-email warm re-engagement sequence for account-created but silent prospects; low-pressure tone; file may be truncated,Medium,2026-05-02
TR-0087,Money Makers,Content Committee,"Collections Brainstorm, Snippets + Sequences.docx",Word,https://docs.google.com/document/d/1UCLpfQvXFzrQxUJxtNRRIg1FcTZ3Cj2o/edit?usp=drivesdk,Money Makers / Content Committee,Reviewed - Verified,Medium,Medium,Meeting/Brainstorm — Content Architecture,None,Medium,Medium,No,No,Outreach collection/snippet architecture brainstorm; snippet types by persona; sequence collection proposals; team chat re: visual assets from marketing,Medium,2026-05-02
TR-0088,Money Makers,Sequences / ERIKA System,ERIKA_ ES - Parent_PTA (21-22) (1st Touch) (2nd Se.docx,Word,https://docs.google.com/document/d/1hI98_ir-5lrEAFa9vtrxyQHeWOuQAcbH/edit?usp=drivesdk,Money Makers / Sequences,Reviewed - Verified,Medium,Medium,Sequence Copy — Colleague Authorship,None,Medium,Medium,No,No,"Written by Erika (Marketing); saved/reviewed by Morgan. Team felt sequences lacked brand voice — gap that drove CC-led rebuild. Use as baseline/contrast, not Morgan authorship.",High,2026-05-02
TR-0089,Money Makers,Sequences / ERIKA System,ERIKA_ ES - Principal (21-22) (1st Touch) (2nd Sem.docx,Word,https://docs.google.com/document/d/1fxxoSY7x38PuTaSa8tEMV8hc8plE-LiR/edit?usp=drivesdk,Money Makers / Sequences,Reviewed - Verified,Low,Low,Sequence Copy — Colleague Authorship (Erika),None,Low,Low,No — Erika authorship,No,Erika (Marketing) authorship; 13-email ES Principal sequence Day 1-78; formal title/last_name tone; cost and sustainability focus; referral to YB adviser. Baseline/before-state. Do not attribute to Morgan.,High,2026-05-02
TR-0090,Money Makers,Sequences / ERIKA System,ERIKA_ ES - Teacher (21-22) (1st Touch) (2nd Semes.docx,Word,https://docs.google.com/document/d/1i9vA-earzX5rvSlv-u7lnjauSY_Z7d4Y/edit?usp=drivesdk,Money Makers / Sequences,Reviewed - Verified,Low,Low,Sequence Copy — Colleague Authorship (Erika),None,Low,Low,No — Erika authorship,No,"Erika (Marketing) authorship; 15-email ES Teacher sequence Day 1-77; casual first_name tone; design-focused (signing party, crowdsourcing, custom pages, Vidyards). Baseline/before-state.",High,2026-05-02
TR-0091,Money Makers,Sequences / ERIKA System,ERIKA_ General Support Staff (21-22) (1st Touch) (.docx,Word,https://docs.google.com/document/d/1VxyZR1qTkIvZVy60BcMY6BpD8yUuyEcZ/edit?usp=drivesdk,Money Makers / Sequences,Reviewed - Verified,Low,Low,Sequence Copy — Colleague Authorship (Erika),None,Low,Low,No — Erika authorship,No,Erika (Marketing) authorship; 12-email General Support sequence Day 1-70; referral-ask focus; inclusivity and distribution angle. Baseline/before-state.,High,2026-05-02
TR-0092,Money Makers,Sequences / ERIKA System,ERIKA_ MS_HS - Principal (21-22) (1st Touch) (2nd_.docx,Word,https://docs.google.com/document/d/1y1kB7dukmkcAebRASbs36SG5CQkJqDKf/edit?usp=drivesdk,Money Makers / Sequences,Reviewed - Verified,Low,Low,Sequence Copy — Colleague Authorship (Erika),None,Low,Low,No — Erika authorship,No,"Erika (Marketing) authorship; 16-email MS/HS Principal sequence Day 1-80; academic tone (ELA curriculum, rubrics, scholars language); collaboration and contract focus. Baseline/before-state.",High,2026-05-02
