Role / Company,Bullet Point,hidden_gem_score,hidden_gem_reason
Treering Yearbooks,- Captured over $1M in revenue by refining email sequences that later served as foundational templates for a 20+ person team.,92.0,"This bullet effectively combines a high-impact financial metric with evidence of leadership and scalability, demonstrating that the candidate's work became the organizational standard."
Treering Yearbooks,"- Oversaw a $20M sales territory of 2,932 accounts and achieved a 2.98% engagement rate, nearly tripling the industry standard.",92.0,"The bullet combines high-level financial responsibility with a specific, benchmarked performance metric that demonstrates industry-leading expertise."
Treering Yearbooks,"- Drove lead generation, becoming the first outbound employee in company to convert prospects into $1.5M+ in closed revenue.",92.0,"The bullet highlights a rare 'first-of-its-kind' achievement that demonstrates both entrepreneurial initiative and a high-impact, quantifiable revenue contribution."
Misc. / Unassigned,"Designed and launched a complete brand identity system for Strategy LLC, establishing a cohesive visual language and brand standards that remain in active use 15 years later",92.0,"The claim of longevity (15 years of active use) provides rare, powerful evidence of the candidate's work having enduring strategic value and timeless design quality."
Treering Yearbooks,- Uncovered $3M+ in dormant pipeline through systematic CRM analysis and targeted reactivation campaigns,92.0,"This bullet is a standout because it quantifies a massive financial impact while highlighting a specific, proactive methodology (CRM analysis and reactivation) that demonstrates high-level strategic thinking."
Treering Yearbooks,"- Managed a $20M sales territory of 2,932 accounts, achieving a 2.98% engagement rate — nearly triple the industry standard of 1%.",92.0,"The bullet provides high-level financial scope, precise account volume, and a benchmarked performance metric that proves superior industry standing."
Treering Yearbooks,- Identified and reactivated a dormant $3M+ pipeline through data analysis and targeted email marketing campaigns,92.0,"This bullet is highly impressive because it quantifies a massive revenue impact while demonstrating a rare ability to turn 'dead' assets into active capital through a specific, repeatable methodology."
Treering Yearbooks,"- Led a CRM-focused audit that surfaced $3M+ in untapped pipeline, revealing miscategorized records and outdated outreach assets while building clearer reporting dashboards.",92.0,"This bullet is exceptional because it demonstrates high-level analytical rigor, quantifies a massive financial impact, and highlights the ability to fix systemic operational inefficiencies rather than just performing routine tasks."
Treering Yearbooks,- Sourced $1M+ in revenue (first SDR in company history) through strategic content development and performance calibration enabling 17% quota overachievement.,92.0,"The bullet combines a rare 'first-ever' historical milestone with specific revenue attribution and a sophisticated mention of performance calibration, signaling high-level strategic thinking beyond standard sales metrics."
Treering Yearbooks,- Shipped persona-split cadences with variable statements that drove 20–30%+ replies on top segments and 12–15 meetings in the first 30 days,92.0,"This bullet demonstrates high-level technical proficiency in personalized marketing automation and provides concrete, time-bound results that directly correlate strategy to revenue-generating activity."
Treering Yearbooks,"- Secured a statewide promotion opportunity through the Georgia PTA, expanding reach across 2,200+ public schools.",92.0,"This bullet demonstrates high-level strategic partnership development and quantifies massive scale, moving beyond simple sales tasks to show systemic market expansion."
Treering Yearbooks,- Recognized as the first outbound hire to surpass $1M in sourced revenue; exceeded first-year target by 17%.,92.0,"The bullet provides a rare, high-stakes benchmark by framing the candidate as the 'first' to hit a major revenue milestone, which effectively establishes them as a top-tier performer and a foundational asset."
Treering Yearbooks,"Led a CRM data hygiene initiative that identified $3M+ in stale pipeline, building custom Salesforce dashboards and automated outreach workflows to re-engage 2,900+ dormant accounts.",92.0,"This bullet is exceptional because it quantifies both the financial impact of 'dead' data and the specific technical execution used to recover it, demonstrating a rare blend of operational rigor and revenue-focused strategy."
Treering Yearbooks,"Launched a specialized research function and CRM audit, recovering $3M+ in stale pipeline within 6 months by implementing systematic data hygiene and prioritized re-engagement workflows.",92.0,"This bullet demonstrates high-level strategic impact by quantifying a massive financial recovery through a specific, repeatable operational process rather than just listing general sales duties."
