Role / Company,Tags,Bullet Point
Treering Yearbooks,[generalist],"- Created pandemic-response communication strategy used across sales/support portals, reaching thousands of teachers."
Treering Yearbooks,[email],"- Created promotional campaigns, sales materials, and outreach templates to support retention and community partnerships."
Treering Yearbooks,[ops][content],"- Created reporting dashboards that provided real-time visibility into team performance, pipeline health, and content effectiveness. Professional Transition: Following eight successful years building sales enablement infrastructure at Treering, I took intentional time in 2024-25 to support family while pursuing opportunities that align with expertise in revenue operations and sales team optimization."
Treering Yearbooks,[content],"- Created reusable email assets, audience logic maps, and QA templates to streamline messaging across multiple sales and marketing cycles."
Treering Yearbooks,[ops][content],"- Created sales-focused content like email campaigns, decks, and one-pagers to support pipeline growth and customer education."
Treering Yearbooks,[mgmt],- Created scalable internal processes and documentation to reduce friction and improve team clarity
Treering Yearbooks,[ops][mgmt],- Created systematic account management processes tracking 15 data points per account across 206 active tasks.
Treering Yearbooks,[email],"- Created training materials, marketing calendars, and QA workflows to support scalable, repeatable campaigns."
Treering Yearbooks,[ops],"- Created workflows, segmentation, and CRM processes to improve targeting and engagement using Salesforce and Outreach.io."
Treering Yearbooks,[mgmt][design],"- Custom Reporting & Dashboards: Built advanced reports with bucket fields, conditional formatting, and dynamic filters to create user specific dashboards without redundant duplication. Centralized high-impact reports into shared folders for improved accessibility. Designed real-time tracking dashboards to help employees and senior sales managers efficiently measure KPIs and goal progress."
Treering Yearbooks,[mgmt][design],"- Custom Reporting & Dashboards: Built advanced reports with bucket fields, conditional formatting, and dynamic filters to create user-specific dashboards without redundant duplication. Centralized high-impact reports into shared folders for improved accessibility. Designed real-time tracking dashboards to help employees and senior sales managers measure KPIs and goal progress efficiently."
Treering Yearbooks,[email],- Delivered 40+ campaign kits and outreach tools tailored by funnel stage and persona.
Treering Yearbooks,[generalist],"- Delivered a top-tier “Good Fit” rate, earning recognition for consistently surfacing high-converting leads."
Treering Yearbooks,[brand],"- Delivered branded, presentation-ready sales and marketing materials under tight timelines"
Treering Yearbooks,[email],- Delivered consistent 90%+ customer satisfaction by providing responsive phone/email support across a national client base.
Treering Yearbooks,[generalist],"- Delivered consistently high “Good Fit” ratings and positive feedback from Sales, driving high-conversion handoffs."
Treering Yearbooks,[mgmt],- Delivered custom SOPs and reporting dashboards to support consultation-style reviews and cross-team visibility.
Treering Yearbooks,[ops],"- Delivered high-accuracy administrative and marketing support in fast-paced professional settings, handling confidential client data and learning complex industry systems quickly."
Treering Yearbooks,[email],"- Delivered lifecycle campaign results to leadership, influencing broader adoption of audience segmentation and retention tactics."
Treering Yearbooks,[mgmt],"- Delivered monthly sales training workshops to a 20+ person organization on competitive positioning and new messaging frameworks, contributing to team close rates as high as 72%."
Treering Yearbooks,[mgmt],"- Delivered monthly training for 20+ person team, increasing close rates to 62-72% while reducing new hire ramp time by 30%."
Treering Yearbooks,[mgmt][ops],"- Delivered monthly training workshops for a 20+ person team on advanced CRM techniques, competitive positioning, and objection handling, measurably increasing confidence and close rates to 62-72% while reducing average new hire ramp time by 30%."
Treering Yearbooks,[content][design],"- Designed A/B test sequences for subject lines, timing, and content blocks, driving increases in engagement and reactivation."
Treering Yearbooks,[ops][design],"- Designed CRM logic, QA protocols, and standardized outreach workflows that were adopted company-wide."
Treering Yearbooks,[ops][design],- Designed CRM workflows and reporting processes to identify sales opportunities and improve targeting across accounts.
Treering Yearbooks,[content][design],- Designed QA protocols and campaign operations documentation reducing content errors by 50% across all marketing channels.
Treering Yearbooks,[design],"- Designed QA protocols and reporting systems adopted org-wide, improving personalization accuracy and campaign insights."
Treering Yearbooks,[design][brand],"- Designed a branded pandemic response flyer (using Adobe Illustrator, InDesign, and Photoshop) that was published across the company website and customer portals, and reused the following year."
Treering Yearbooks,[design],"- Designed and executed comprehensive lifecycle campaigns across a 2,000+ account portfolio, developing segmented nurture tracks, reactivation flows, and automated sequences that supported both engagement and retention goals."
Treering Yearbooks,[brand][design],"- Designed and facilitated branded pandemic response materials, used company-wide across customer portals two years in a row."
Treering Yearbooks,[content][design],- Designed and implemented QA protocols and workflow documentation that reduced content errors by 50% and standardized campaign deployment processes.
Treering Yearbooks,[ops][email],"- Designed and implemented highly segmented, data-informed email sequences with Outreach.io, doubling lead-to-meeting conversion rates through targeted A/B testing and continuous refinement."
Treering Yearbooks,[ops][email],"- Designed and implemented highly segmented, data-informed email sequences with Outreach.io, nearly doubling lead-to meeting conversion rates through targeted A/B testing and continuous refinement."
Treering Yearbooks,[content][design],"- Designed and implemented scalable QA protocols and workflow documentation, reducing content errors by 50%."
