Role / Company,Tags,Bullet Point
Treering Yearbooks,[generalist],"- Regularly collaborated with Creative, Product, Engineering, and Marketing, receiving essential feedback to improve both campaign execution and prospect/customer experiences"
Treering Yearbooks,[generalist],- Created pandemic response assets featured across customer portals and sales channels for two consecutive years.
Treering Yearbooks,[generalist],"- Created pandemic-response communication strategy used across sales/support portals, reaching thousands of teachers."
Treering Yearbooks,[generalist],"- Created reusable email assets, audience logic maps, and QA templates to streamline messaging across multiple sales and marketing cycles."
Treering Yearbooks,[email] [ops],"- Created sales-focused content like email campaigns, decks, and one-pagers to support pipeline growth and customer education."
Treering Yearbooks,[enablement] [ops],"- Created training materials, marketing calendars, and QA workflows to support scalable, repeatable campaigns."
Treering Yearbooks,[generalist],- Cross-Functional Collaboration
Treering Yearbooks,[ops],- Research & Analytics
Treering Yearbooks,[ops],"- Custom Reporting & Dashboards: Built advanced reports with bucket fields, conditional formatting, and dynamic filters to create user specific dashboards without redundant duplication"
Treering Yearbooks,[generalist],- Centralized high-impact reports into shared folders for improved accessibility
Treering Yearbooks,[ops],- Designed real-time tracking dashboards to help employees and senior sales managers efficiently measure KPIs and goal progress.
Treering Yearbooks,[ops],"- Custom Reporting & Dashboards: Built advanced reports with bucket fields, conditional formatting, and dynamic filters to create user-specific dashboards without redundant duplication"
Treering Yearbooks,[ops],- Designed real-time tracking dashboards to help employees and senior sales managers measure KPIs and goal progress efficiently.
Treering Yearbooks,[generalist],- DTC & Retail Marketing
Treering Yearbooks,[generalist],- Email Marketing
Treering Yearbooks,[ops],- Data-Driven Marketing/Analytics
Treering Yearbooks,[generalist],- BTL/B2B/BTC Sales
Treering Yearbooks,[content],- Delivered 40+ campaign kits and outreach tools tailored by funnel stage and persona.
Treering Yearbooks,[ops],"- Delivered a top-tier “Good Fit” rate, earning recognition for consistently surfacing high-converting leads."
Treering Yearbooks,[generalist],- Delivered consistent 90%+ customer satisfaction by providing responsive phone/email support across a national client base.
Treering Yearbooks,[ops],"- Delivered consistently high “Good Fit” ratings and positive feedback from Sales, driving high-conversion handoffs."
Treering Yearbooks,[ops],- Delivered custom SOPs and reporting dashboards to support consultation-style reviews and cross-team visibility.
Treering Yearbooks,[generalist],"- Delivered high-accuracy administrative and marketing support in fast-paced professional settings, handling confidential client data and learning complex industry systems quickly."
Treering Yearbooks,[ops],"- Delivered high-quality leads through meticulously crafted copy and segmentation, earning recognition for driving top-tier engagement."
Treering Yearbooks,[mgmt],"- Promoted to team lead within 6 months, overseeing client campaign wrap-up and seamless handoff with detailed outreach reports."
Treering Yearbooks,[ops],"- Contributed targeted messaging for an Adobe Sign ABM pilot campaign, highlighting skills in developing marketing copy."
Treering Yearbooks,[email],- Recruited directly by Treering for a full-time role based on proven success in executing cold email campaigns and strategic outreach.
Treering Yearbooks,[content] [email] [ops],"- Delivered lifecycle campaign results to leadership, influencing broader adoption of audience segmentation and retention tactics."
Treering Yearbooks,[content] [enablement] [ops],"- Delivered monthly sales training workshops to a 20+ person organization on competitive positioning and new messaging frameworks, contributing to team close rates as high as 72%."
Treering Yearbooks,[enablement] [mgmt] [ops],"- Delivered monthly training workshops for a 20+ person team on advanced CRM techniques, competitive positioning, and objection handling, measurably increasing confidence and close rates to 62-72% while reducing average new hire ramp time by 30%."
Treering Yearbooks,[email],"- Developed 62 distinct sales sequences across 4 major categories, achieving 100% team adoption, up to 74% open rates, and 43% reply rates (10x industry average)."
Treering Yearbooks,[content],"- Delivered qualified leads that converted to high-value opportunities, aligning outreach strategy with brand positioning."
Treering Yearbooks,[mgmt],"- Promoted to team lead within six months, training and managing a 12-person SDR organization."
Treering Yearbooks,[email],"- Designed A/B test sequences for subject lines, timing, and content blocks, driving increases in engagement and reactivation."
Treering Yearbooks,[ops],"- Designed CRM logic, QA protocols, and standardized outreach workflows that were adopted company-wide."
Treering Yearbooks,[content],"- Designed QA protocols and reporting systems adopted org-wide, improving personalization accuracy and campaign insights."
Treering Yearbooks,[content],"- Designed a branded pandemic response flyer (using Adobe Illustrator, InDesign, and Photoshop) that was published across the company website and customer portals, and reused the following year."
Treering Yearbooks,[email] [ops],"- Designed and executed comprehensive lifecycle campaigns across a 2,000+ account portfolio, developing segmented nurture tracks, reactivation flows, and automated sequences that supported both engagement and retention goals."
Treering Yearbooks,[generalist],"- Designed and facilitated branded pandemic response materials, used company-wide across customer portals two years in a row."
Treering Yearbooks,[enablement] [ops],- Designed and implemented QA protocols and workflow documentation that reduced content errors by 50% and standardized campaign deployment processes.
Treering Yearbooks,[email] [ops],"- Designed and implemented highly segmented, data-informed email sequences with Outreach.io, doubling lead-to-meeting conversion rates through targeted A/B testing and continuous refinement."
Treering Yearbooks,[email] [ops],"- Designed and implemented highly segmented, data-informed email sequences with Outreach.io, nearly doubling lead-to meeting conversion rates through targeted A/B testing and continuous refinement."
