cluster_id,cluster_size,next_action,Bullet Point,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses,Role / Company_x,Tags_x,Role / Company_y,Tags_y
1040,1,REWRITE,"- Designed and presented a pitch deck to executive leadership, earning commendation for execution and effective data storytelling.",50.0,55.0,80.0,40.0,FAIL,"The bullet is generic and lacks verifiable outcomes. 'Earning commendation' is subjective and unverifiable, and the bullet describes a task (designing a deck) rather than a business impact or system improvement. It fails to mention the subject matter, the scale of the project, or the tools used.",VML,[content],VML,[content]
1041,1,REWRITE,- Designed and presented a pitch deck to executive leadership; received direct praise from VML’s CEO for clarity and quality,75.0,70.0,95.0,60.0,PASS,"The bullet relies on subjective praise rather than a measurable business outcome or specific project impact, making it feel slightly more like a personal anecdote than a professional achievement.",VML,[content],VML,[content]
1042,1,REWRITE,"- Designed and presented a pitch deck to the agency’s CEO and executive creative director, receiving praise on visual impact.",65.0,70.0,90.0,40.0,FAIL,The bullet describes a task rather than an outcome or system impact. It relies on subjective praise ('receiving praise') which is unverifiable and lacks professional substance. It fails to mention the purpose of the pitch or the business result of the presentation.,VML,[content],VML,[content]
1043,1,REWRITE,"- Designed and presented a strategic pitch deck to VML's CEO, earning direct recognition for exceptional branding and execution",75.0,70.0,90.0,60.0,FAIL,The bullet relies on subjective praise ('exceptional branding') which is unverifiable and lacks specific context regarding the project scope or the business impact of the pitch.,VML,[content],VML,[content]
1044,1,REWRITE,- Designed and presented strategic pitch deck that earned direct praise from VML's CEO for clarity and creative excellence.,65.0,60.0,90.0,50.0,FAIL,"The bullet relies on a subjective, unverifiable claim ('earned direct praise from VML's CEO') which is difficult to validate and borders on fluff. It lacks technical depth or specific outcomes beyond the praise itself, making it read more like a personal anecdote than a professional achievement.",VML,[content],VML,[content]
1045,1,KEEP,- Developed a 200+ page conversion report for Carlson Hotels that shaped the brand's campaign roadmap.,85.0,90.0,95.0,80.0,PASS,,VML,[writing],VML,[writing]
1046,1,REWRITE,- Developed a 200+ page research and insights report for Carlson Hotels on how to increase website conversions best.,65.0,70.0,75.0,60.0,FAIL,"The bullet ends with a period, which violates the formatting rules. Additionally, the phrase 'how to increase website conversions best' is grammatically awkward and vague, failing to specify the methodology or the actual impact of the report.",VML,[writing],VML,[writing]
1047,2,KEEP,- Developed a 200+ page research report for Carlson Hotels on improving website conversions through messaging and design.,85.0,90.0,95.0,80.0,PASS,,VML,[writing],VML,[writing]
1048,1,REWRITE,- Developed a 200+ page strategy report with campaign recommendations for Carlson Hotels to improve website conversions.,75.0,80.0,90.0,70.0,PASS,The bullet is slightly task-oriented rather than outcome-oriented; it describes the creation of a report but does not explicitly state if the recommendations were implemented or what the resulting conversion lift was.,VML,[writing],VML,[writing]
1049,1,REWRITE,- Developed a comprehensive 200+ page report for Carlson Hotels on improving conversions through strategic messaging.,75.0,80.0,90.0,70.0,FAIL,The bullet describes a task (writing a report) rather than an outcome or system. It fails to explain the impact of the report or whether the strategic messaging was actually implemented or successful.,VML,[writing],VML,[writing]
1050,2,REWRITE,- Developed a pitch presentation for Carlson Hotels that received direct praise from VML’s CEO,75.0,70.0,90.0,60.0,FAIL,"The bullet ends with a period, which violates the formatting rules. Additionally, while the claim is specific, it relies on subjective praise rather than a measurable business outcome or technical contribution.",VML,[generalist],VML,[generalist]
1051,1,REWRITE,"- Developed campaign messaging for national brands across print, digital, and experiential formats.",65.0,70.0,85.0,60.0,FAIL,"The bullet is too generic and reads as a task description rather than an outcome-oriented statement. It lacks specific metrics, scale, or evidence of the impact of the messaging on the brands mentioned.",VML,[generalist],VML,[generalist]
1052,1,REWRITE,- Developed lifecycle email and campaign copy for enterprise clients.,50.0,60.0,70.0,40.0,FAIL,"The bullet is generic and reads as a task description rather than an outcome statement. It lacks specific metrics, tools, or the scale of the enterprise clients, making it impossible to verify the impact of the work.",VML,[generalist],VML,[generalist]
1053,1,KEEP,- Drafted a six-email SAP nurture aligned to technical buyer journeys that shipped as-written,85.0,90.0,95.0,80.0,PASS,,VML,[email] [writing],VML,[email] [writing]
1054,1,KEEP,"- Drafted copy for 30+ omnichannel marketing campaigns, encompassing print, digital, social, and experiential media, adapting rapidly to diverse brand guidelines and industry standards.",85.0,90.0,95.0,80.0,PASS,,VML,[writing],VML,[writing]
1055,1,REWRITE,"- Drafted copy for omnichannel campaigns across print, digital, social, and experiential media for major global brands",65.0,70.0,85.0,75.0,FAIL,"The bullet is too generic and reads as a task description rather than an outcome-oriented statement. It lacks specific metrics or evidence of impact, and 'major global brands' is a vague superlative that fails to provide verifiable scope.",VML,[writing],VML,[writing]
1056,3,REWRITE,"- Drafted copy for print, digital, social, and experiential media, adapting quickly to diverse brand guidelines.",65.0,70.0,80.0,60.0,FAIL,"The bullet describes a task rather than an outcome or system. It lacks specific metrics or examples of the 'diverse brand guidelines' mentioned, making it generic and difficult to verify.",VML,[writing],VML,[writing]
1057,1,REWRITE,"- Drafted omnichannel copy for digital, print, and event campaigns, contributing to projects that helped refine brand voice and consistency across digital and print deliverables.",55.0,60.0,65.0,40.0,FAIL,"The bullet uses the banned phrase 'helped with' (via 'contributing to projects that helped'), contains generic language ('refine brand voice'), and describes tasks rather than outcomes. It lacks specific metrics or tools to verify the impact of the copy.",VML,[content] [writing],VML,[content] [writing]
1058,1,REWRITE,"- Drafted omnichannel creative across digital, print, and experiential campaigns, contributing to consistent brand voice and messaging across Fortune 500 clients.",65.0,70.0,80.0,75.0,FAIL,"The bullet uses the phrase 'contributing to' which is a weak, passive construction similar to 'helped with'. It also relies on the vague claim of 'consistent brand voice' without providing a specific outcome or metric to verify the impact of the creative work.",VML,[content] [writing],VML,[content] [writing]
1059,1,REWRITE,- Extended internship into long-term freelance work based on creative impact and reliability,40.0,50.0,60.0,30.0,FAIL,"The bullet is vague and lacks specific outcomes or metrics. It describes a career progression rather than a professional achievement or system-level contribution. It fails to mention tools, specific projects, or the scale of the work performed.",VML,[generalist],VML,[generalist]
1060,3,REWRITE,"- Handpicked to write a six-email nurture campaign for SAP, demonstrating versatility in complex technical and brand messaging.",75.0,80.0,85.0,70.0,FAIL,"The bullet uses the phrase 'demonstrating versatility,' which is subjective filler language that fails to describe a concrete outcome or system impact. Additionally, 'Handpicked' is a subjective superlative that cannot be verified.",VML,[email],VML,[email]
1061,4,REWRITE,"- Mentored by Executive Creative Director Arlo Oviatt, earning praise and encouragement to pursue a career in advertising.",40.0,50.0,80.0,20.0,FAIL,"The bullet describes a personal experience rather than a professional contribution or outcome. It lacks measurable impact, focuses on subjective praise rather than objective work, and fails to demonstrate professional competency or systems-level thinking.",Bernstein Rein,[mgmt],Bernstein Rein,[mgmt]
1062,2,REWRITE,"- Built a personal portfolio that laid the foundation for a career in brand storytelling, visual clarity, and strategy-first creative work. EDUCATION",40.0,50.0,60.0,30.0,FAIL,"The bullet uses vague, subjective buzzwords like 'brand storytelling' and 'strategy-first' without providing concrete evidence of impact or specific technical skills. It describes a personal project rather than professional experience and fails to demonstrate a measurable outcome or system-level contribution.",Vidyard,[content],Vidyard,[content]
1063,1,REWRITE,- Navigated strict deadlines and cross-functional teamwork with resilience and creativity.,20.0,30.0,40.0,10.0,FAIL,"The bullet uses generic, subjective filler words ('resilience', 'creativity') and fails to describe a specific system, outcome, or technical contribution. It reads as a soft-skill summary rather than a professional achievement.",VML,[generalist],VML,[generalist]
1064,1,REWRITE,"- Participated in brainstorms and creative reviews for Fortune 500 brands, gaining exposure to agency-scale strategic storytelling",40.0,50.0,60.0,30.0,FAIL,"The bullet opens with a banned phrase ('Participated in'), describes a passive task rather than an outcome, and uses vague, unverifiable language ('gaining exposure') that fails to demonstrate actual contribution or impact.",VML,[generalist],VML,[generalist]
1065,1,REWRITE,"- Participated in cross-functional brainstorms, gaining early exposure to brand strategy and creative ops.",30.0,40.0,60.0,20.0,FAIL,"The bullet opens with a banned phrase ('Participated in'), describes a passive task rather than an outcome, lacks any measurable impact or specific tools, and uses generic language that provides no insight into the candidate's actual contribution.",VML,[generalist],VML,[generalist]
