Role / Company,Tags,Bullet Point,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses
Treering Yearbooks,[ops],- Built performance dashboards translating complex data into clear recommendations for Sales and Marketing. Cross-Functional Collaboration & User Experience:,60.0,70.0,65.0,60.0,FAIL,"The bullet contains a colon followed by a category label which violates the rule against trailing punctuation and formatting, and the content is too generic to distinguish the candidate's specific impact."
Treering Yearbooks,[email],- Built persona programs in Outreach that produced reply rates routinely above benchmark on technical audiences,70.0,75.0,80.0,85.0,PASS,"The claim 'routinely above benchmark' is vague and lacks a specific metric or context to anchor the performance, making it harder to verify."
Treering Yearbooks,[email],"- Built relationships with K-12 district leaders, school officials, and PTAs, securing multi-school contracts and high-value partnerships.",65.0,70.0,80.0,60.0,FAIL,"The bullet uses vague, non-quantifiable outcomes like 'high-value partnerships' and 'multi-school contracts' without providing specific metrics, scale, or a clear system of work, making it feel like a generic sales task description."
Treering Yearbooks,[content][enablement],"- Built sales enablement library aligned to lifecycle stages, including battlecards, objection handling docs, and internal FAQs.",85.0,90.0,95.0,80.0,PASS,
Treering Yearbooks,[ops],- Built scalable CRM workflows and reporting systems to identify opportunities and improve targeting.,60.0,70.0,65.0,60.0,FAIL,"The bullet is too generic and lacks specific metrics, tools, or tangible outcomes, making it read like a standard job description rather than a unique achievement."
Treering Yearbooks,[ops],"- Built sophisticated segmentation strategies using Salesforce data to personalize outreach based on customer lifecycle stage, school demographics, and engagement patterns, including direct SMS communication with high-value prospects.",85.0,80.0,85.0,90.0,PASS,"The term 'sophisticated' is slightly subjective and borders on adjective padding, though the surrounding context provides enough technical grounding to pass."
Treering Yearbooks,[email],"- Built strong relationships with K-12 decision-makers through district-level outreach, research, and tailored campaign messaging.",50.0,60.0,65.0,40.0,FAIL,"The bullet uses vague, subjective language ('strong relationships') and lacks any measurable outcome, specific tools, or concrete scale, making it indistinguishable from generic marketing resume filler."
Treering Yearbooks,[email],"- Built strong relationships with K-12 decision-makers through research, outreach, and tailored messaging campaigns.",40.0,50.0,60.0,30.0,FAIL,"The bullet uses generic, non-verifiable language ('strong relationships', 'tailored messaging') and fails to provide any specific metrics, tools, or systems used to achieve the outcome."
Treering Yearbooks,[email],"- Built strong relationships with K-12 district leaders, school officials, and PTAs to secure multi-school contracts and partnerships.",60.0,65.0,70.0,50.0,FAIL,The bullet uses the filler word 'strong' and describes a task/responsibility rather than a specific system or outcome; it lacks a concrete metric or specific tool mention to verify the scale of the contracts.
Treering Yearbooks,[content],"- Built training materials and process documentation that simplified complex concepts—the same clear, patient communication approach brought to dog training.",60.0,65.0,70.0,40.0,FAIL,"The bullet contains a dash in prose, which is prohibited by the rules, and includes an irrelevant personal anecdote about dog training that dilutes professional credibility."
Treering Yearbooks,[email],- Built trusted relationships with K-12 decision-makers through research and personalized campaign messaging.,40.0,50.0,60.0,30.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and uses vague, soft-skill-focused language ('built trusted relationships') that is impossible to verify."
Treering Yearbooks,[email],- Campaigns at Scale: Best sequences reached 83% open / 43% reply; multiple campaigns hit 10× industry reply benchmarks,65.0,60.0,70.0,75.0,FAIL,"The bullet uses the forbidden filler word 'best-in-class' (implied by the comparison to industry benchmarks), contains a dash in prose, and relies on unverifiable superlatives ('10x industry benchmarks') without providing the necessary context or scope to make those numbers credible."
Treering Yearbooks,[email],"- Campaigns at Scale: Led outreach for several years that ran August–May (an entire school year), with audience segmentation, planned step timing, and variables for personalization at scale; best sequences reached 83% open / 43% reply",75.0,70.0,70.0,75.0,FAIL,"The bullet uses a dash in prose ('83% open / 43% reply'), contains a banned filler word ('best-in-class' implied by the superlative framing), and includes a parenthetical aside which is prohibited by the rules."
Treering Yearbooks,[mgmt],- Captured over $1M in revenue by developing email sequences that became foundational templates for a 20+ member team.,85.0,80.0,90.0,85.0,PASS,
Treering Yearbooks,[mgmt],- Captured over $1M in revenue by refining email sequences that later served as foundational templates for a 20+ person team.,85.0,80.0,90.0,85.0,PASS,
Treering Yearbooks,[ops],"- Championed Outreach adoption and led Salesforce integration; served as Outreach.io Admin and technical lead for configuration, workflow automation, and variable logic across 20+ users",95.0,95.0,90.0,95.0,PASS,
Treering Yearbooks,[mgmt],"- Championed Outreach.io adoption; trained 20+ team members on variable logic, sequence management, and syncing issues.",90.0,95.0,95.0,90.0,PASS,
Treering Yearbooks,[ops],"- Championed adoption of Outreach.io and assisted with CRM integration, automated workflow creation, and performance reporting.",60.0,65.0,70.0,75.0,FAIL,The bullet uses the banned phrase 'assisted with' and lacks specific metrics or scope to demonstrate the impact of the Outreach.io adoption.
Treering Yearbooks,[email],"- Championed outreach to school districts and PTA Councils, facilitating a statewide promotion with the Georgia PTA.",70.0,75.0,80.0,65.0,FAIL,"The bullet uses the banned word 'Championed', which is a common filler verb that lacks specific action, and the outcome is vague as it does not define what 'facilitating a statewide promotion' actually entailed or achieved."
Treering Yearbooks,[email],"- Championed targeted outreach to school districts and PTA Councils; developed processes, led best-practice trainings, secured a high-impact presentation with a major Georgia PTA Council, and facilitated statewide promotions.",65.0,70.0,75.0,60.0,FAIL,"The bullet uses the forbidden filler word 'best-practice' and relies on vague, non-quantifiable claims like 'high-impact' and 'facilitated statewide promotions' without providing specific metrics or clear system outcomes."
Treering Yearbooks,[generalist],"- Chosen to lead the wrap-up of Treering’s client project, then directly recruited by Treering’s Head of Sales to join them in-house.",70.0,75.0,80.0,40.0,FAIL,"The bullet opens with a passive construction ('Chosen to lead') which is a form of 'responsible for' logic, and it lacks specific metrics or tools that define the scope of the project or the impact of the work performed."
Treering Yearbooks,[ops],- Cleaned CRM fields and created dashboards that helped uncover $3M+ in hidden pipeline.,85.0,80.0,90.0,85.0,PASS,
Treering Yearbooks,[ops],- Cleaned CRM fields and created dashboards that helped uncover $3M+ in hidden pipelines.,75.0,70.0,85.0,80.0,FAIL,The bullet uses the banned phrase 'helped with' and ends with a period.
Treering Yearbooks,[content][mgmt],"- Co-founded a content committee to unify messaging across teams, improving clarity across all communication touchpoints.",60.0,70.0,65.0,50.0,FAIL,"The bullet uses vague, subjective language ('improving clarity') without a measurable outcome or specific system detail, and it relies on a soft-skill focus rather than a concrete infrastructure or process achievement."
Treering Yearbooks,[mgmt],"- Coached a high-performing remote team of 4-6 SDRs while maintaining a personal portfolio of 2,000+ sales accounts.",85.0,80.0,90.0,75.0,PASS,The term 'high-performing' is a subjective adjective that adds little value and borders on filler; the bullet would be stronger if it focused on the specific coaching methodology or the outcome of the team's performance.
Treering Yearbooks,[mgmt],"- Coached a high-performing remote team of 4–6 SDRs while managing a personal portfolio of 2,000+ sales accounts.",85.0,90.0,95.0,80.0,PASS,
Treering Yearbooks,[mgmt],"- Coached and scaled a high-performing remote team of 4–6 SDRs while managing a personal portfolio of 2,000+ accounts.",75.0,80.0,85.0,70.0,FAIL,"The bullet uses the forbidden filler word 'high-performing' and includes a dash in the prose (4–6), which violates the strict formatting rules."
Treering Yearbooks,[mgmt],"- Coached remote team of 4–6 while managing personal portfolio, fostering collaborative environment focused on customer success.",60.0,65.0,70.0,50.0,FAIL,"The bullet uses vague, filler-heavy language like 'fostering collaborative environment' and 'focused on customer success' which are generic and lack measurable outcomes or specific systems. It also fails the manager test by using a dash in prose and relying on soft-skill fluff rather than concrete infrastructure or results."
