Role / Company,Tags,Bullet Point,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses
Vidyard,[mgmt],"- Mentored by Executive Creative Director Arlo Oviatt, earning praise and encouragement to pursue a career in the field.",40.0,50.0,80.0,20.0,FAIL,"The bullet describes a personal experience rather than a professional contribution or outcome. It fails to demonstrate a system, infrastructure, or measurable impact, and relies on subjective praise rather than objective performance."
Vidyard,[writing],"- Practiced campaign ideation, copywriting, art direction, and layout, developing core creative skills.",40.0,50.0,60.0,30.0,FAIL,"The bullet uses a weak, non-action verb ('Practiced'), describes a list of tasks rather than an outcome or system, and lacks any metrics, tools, or specific project context. It reads as a generic job description rather than a professional achievement."
Vidyard,[content],"- Selected for a concept-intensive portfolio program, laying foundations for a career in brand storytelling and strategy-first creative.",40.0,50.0,60.0,30.0,FAIL,"The bullet describes a selection process rather than a professional achievement or system-level outcome. It uses vague, subjective language ('concept-intensive', 'strategy-first creative') and fails to demonstrate actual work output or measurable impact. It reads as a personal narrative rather than a professional accomplishment."
Vidyard,[content],"- Selected for concept-intensive program focused on brand storytelling, customer experience design, and campaign development.",50.0,55.0,70.0,40.0,FAIL,"The bullet describes a passive experience (being selected for a program) rather than an active contribution or outcome. It lacks specific metrics, tools, or tangible results, making it a generic task description that fails to demonstrate professional impact."
Vidyard,[generalist],- Selected for concept-intensive program led by executive creative team.,40.0,50.0,60.0,30.0,FAIL,"The bullet is vague and lacks a measurable outcome or specific skill application. It reads as a passive achievement rather than a professional contribution, and it fails to explain the impact of the program or the specific role played."
Johnson County Community College,[content],"- Studied color theory, typography, illustration, 3D concepts, desktop publishing, and film photography",40.0,50.0,70.0,30.0,FAIL,"The bullet describes a list of academic subjects rather than professional accomplishments or outcomes. It fails to demonstrate how these skills were applied to a business context or project, making it a task-based list rather than a systems/outcome statement."
Vidyard,[content] [email],- Trained in personalized video content strategy to improve user engagement and optimize conversion,40.0,50.0,60.0,30.0,FAIL,"The bullet uses passive, vague language ('Trained in') rather than demonstrating an action or outcome. It lacks specific metrics, tools, or evidence of impact, and reads as a task description rather than a professional achievement."
Vidyard,[content] [email],- Trained in personalized video messaging to improve outbound engagement and response rates,45.0,50.0,60.0,40.0,FAIL,"The bullet uses a passive, training-focused construction rather than an outcome-focused one. It fails to specify the tools used, the scale of the outreach, or the actual improvement in response rates. It reads as a task description rather than a professional achievement."
Vidyard,[content] [email] [ops],- Trained in personalized video strategy to boost conversions and humanize digital outreach across CRM and sales decks.,55.0,60.0,70.0,50.0,FAIL,"The bullet uses a passive, training-focused opening rather than an action-oriented outcome. It lacks specific metrics to support the claim of 'boosted conversions' and fails to name the specific CRM or video tools used, making the impact unverifiable."
Vidyard,[content] [email] [enablement],"- Trained in personalized video strategy to improve engagement, customer connection, and asynchronous communication.",40.0,50.0,60.0,30.0,FAIL,"The bullet uses passive, vague language ('Trained in') rather than describing an outcome or system. It lacks specific metrics, tools, or evidence of impact, and relies on generic buzzwords like 'customer connection' and 'asynchronous communication' without context."
Vidyard,[content] [email],"- Trained in personalized video strategy to improve engagement, humanize outreach, and boost conversion.",40.0,50.0,60.0,30.0,FAIL,"The bullet uses passive, vague language ('Trained in') rather than describing an action taken or a system built. It lacks specific metrics, tools, or evidence of the outcome, making it a generic task description rather than a professional achievement."
Vidyard,[content] [email],"- Trained in using personalized video to build human connection in digital outreach, focusing on empathy, timing, and trust.",40.0,50.0,60.0,30.0,FAIL,"The bullet describes a training experience rather than a professional achievement or system implementation. It uses vague, subjective terms like 'empathy' and 'trust' which are not measurable or verifiable. It fails to mention specific tools, outcomes, or the scale of the outreach."
Vidyard,[ops],"- Trained in video prospecting, demo presentation, and customer storytelling",40.0,50.0,70.0,30.0,FAIL,"The bullet describes training received rather than an outcome or system built. It uses passive, generic language that fails to demonstrate professional impact or specific technical proficiency."
University of Kansas,[generalist],- 3.56 GPA / Awarded the Phi Theta Kappa Scholarship for academic excellence.,90.0,95.0,95.0,40.0,FAIL,"The bullet fails because it ends with a period, which violates the strict formatting rules. Additionally, it describes an academic achievement rather than a professional system, outcome, or infrastructure contribution."
University of Kansas,[generalist],- 3.56 GPA | Awarded the Phi Theta Kappa Scholarship for academic excellence.,90.0,95.0,95.0,40.0,FAIL,The bullet fails because it is a list of credentials rather than a professional achievement or systems-based outcome statement. It lacks an action verb and does not describe a professional contribution or project.
University of Kansas,[generalist],- 3.56 GPA | Phi Theta Kappa Scholarship recipient,40.0,50.0,80.0,20.0,FAIL,"The bullet fails because it is a list of credentials rather than a professional achievement or system-based outcome. It lacks an action verb, does not describe a professional contribution, and provides no context regarding the impact or relevance of these academic achievements to a professional role."
University of Kansas,[generalist],- 3.56 GPA; Phi Theta Kappa Scholarship recipient,90.0,95.0,100.0,40.0,FAIL,"The bullet fails the manager test because it ends with a period, which is explicitly prohibited by the formatting rules. Additionally, it describes an academic credential rather than a professional system, infrastructure, or outcome."
